Text,Emotion,Intensity,Clean_Text
@rumanaa_r @DaiIyRoasts what did I do to offend you? ðŸ™„ðŸ˜­ðŸ˜‚,anger,0.396,offend ðÿ
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,anger,0.396,terrible thing begin end
"The bitter the battle, the sweeter the victory...",anger,0.396,bitter battle sweet victory
i resent biting my tongue.,anger,0.396,resent bite tongue
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,anger,0.396,fight elephant wrestle pig
People often grudge others what they cannot enjoy themselves.,anger,0.396,people grudge enjoy
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion ðŸ™ˆðŸ˜‚ðŸ˜‚,anger,0.396,sorry burst bubble illusion ðÿ
"@jaybusbee Well, not Archie. No offense but he's kinda old.",anger,0.396,archie offense kinda old
Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 ðŸ¤‘ my only ever bargain! #bargain #vit,anger,0.396,score madden vita today bloke know happily pay ðÿ bargain
Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day.,anger,0.396,fret scuffs iâ ll scuffs whichâ come phone use wet hand drop toilet day
"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger,0.396,ydu yell fire crowd theater burst flame cool trick bu
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger,0.396,congress act indignant pricing disingenuous craft law allow gouge
"@ToddDoug @Ziggomattic Yeah, this actually supports why I tweeted in this thread initially. Because of the article's righteous indignation.",anger,0.396,yeah actually support tweet thread initially article righteous indignation
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,anger,0.396,live event brock vs orton saturday wwe network need
@edquinn63 how can you even forget to pick ur fave child up from school ,anger,0.396,forget pick ur fave child school
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",anger,0.396,grateful hungry people life hungry learn change grow help etc sure anybody well
@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol,anger,0.396,eh ste vs cactus loser leave wcw match bash beach lol
@warFarePower dip it in boiling water,anger,0.396,dip boiling water
I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,anger,0.422,rage rage ep come soon post
"When anger rises, think of the consequences. #quote #wisdom #anger",anger,0.433,anger rise think consequence
New madden kicking ðŸš®,anger,0.396,new madden kicking ðÿš
I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,anger,0.396,go rooney shadow self want offend shadow
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger,0.396,burst cry u realize truly know unhappy want know
schneiderlin taking his revenge for the 2 fouls,anger,0.396,schneiderlin take revenge foul
@JustinRow10 dude the new madden 17? Haha,anger,0.231,dude new madden haha
you are an angry glass of vodka,anger,0.375,angry glass vodka
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger,0.435,month til bday think time flaunt get pretty awesome
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger,0.255,strong independant practical stop live world fantasy snap fast u reality well
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,anger,0.375,time wound
@TehShockwave turn that grumpy frown upside-down\n\nYou did something next to impossible today,anger,0.375,turn grumpy frown upside impossible today
you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,anger,0.375,know cyran makeup base jeongguk tiddy like suggest
The most important thing to #bestrong is to hold your #anger #thoughts,anger,0.375,important thing hold
Gotta wonder why Caller Max listens to the show in the first place if you so incense him @MSignorile,anger,0.375,get to wonder caller max listen place incense
I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,anger,0.375,believe go to start singe snap story tractor switch little bit
doing some testing with my current earth burst team,anger,0.375,test current earth burst team
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",anger,0.375,luck rest fall go like today think go like season
"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",anger,0.375,ppl love damn lot erica joanna tiff sirli harley anja rest gc bc run chara
"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",anger,0.375,hurt eat read marshmallow good bc soft irritate
"â€œDo not fret if you are not cool! Humans who follow me, become instantly cool!â€ #Bot",anger,0.375,â œdo fret cool human follow instantly
"@rabpeel snap, seems to be a problem here",anger,0.375,snap problem
#burning the last of @Yan,anger,0.356,
Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween ðŸ˜ˆ,anger,0.375,wait ninja turtle costume rage osu halloween
"@GreyTheTick But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.",anger,0.375,jump hoop take irate netizen decide playing rule
The best revenge is massive success. â€“Frank Sinatra,anger,0.375,good revenge massive success â frank sinatra
"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",anger,0.375,despite share article sadden gazza case fury sentence remark
I need to stop second guess myself and just go with the first thought and go with it. #relentless,anger,0.425,need stop second guess think
We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\nâ€”Graham Kendrick,anger,0.375,worship wrath mercy guilty world love pure graham kendrick
"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ",anger,0.37,dear future big brother player chase dick season win dollar sti
"â€œHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.â€\nP16:32 #bibleverse #pride #anger",anger,0.314,â œhe slow anger well mighty rule spirit take
"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget ðŸ™ðŸ¾",anger,0.375,hold grudge stop blessing god learn forgive amp forget ðÿ
Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’,anger,0.375,candice constantly pout
"@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff, treat",anger,0.375,hater teach hate show love good quote go comment tiff treat
Nor hell a fury like a woman scorned -- William Congreve,anger,0.375,hell fury like woman scorn william congreve
That is at least the 3rd time the balls been burst in our games,anger,0.375,time ball burst game
@stoozyboy1 @chris_sutton73 ðŸ˜‚ðŸ˜‚ Oh the zombie rage ðŸ˜‚,anger,0.375,oh zombie rage
Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger,0.375,prayer amp protection brother sister fight
@wcsportscamp I lol'ed.  Privileged exasperation should be bottled and sold.,anger,0.375,privileged exasperation bottle sell
Finally made my #fury #warrior guide. Let me know your thoughts,anger,0.375,finally guide let know thought
@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! ,anger,0.375,m write abt change face sex industry tr man talk
@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?,anger,0.375,go to kind community raid wrath machine drop
"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger,0.444,nurse practitioner look pretty bad offense course add spark positivity need today
@dlrwills turn that frown upside down buddy ðŸ™ƒ.,anger,0.375,turn frown upside buddy ðÿ
"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",anger,0.375,sense anger stirring take hand long stay
and apparently he's supposed to have a Scottish accent??? I'm ,anger,0.375,apparently suppose scottish accent
"@PerfectQuartz She's jogging a bit to stay beside her, puffing her cheeks with a huff each time. 'Oh-- jeez Jasper, why don't you â€”",anger,0.375,jog bit stay puff cheek huff time jeez jasper â
"@RichardHBell Yes, I think he held a grudge ...",anger,0.375,yes think hold grudge
 I can't guess if you holding a grudge against the best',anger,0.425,guess hold grudge well
@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.,anger,0.354,solution assumption medium article venue cause animosity conversation
@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club ,anger,0.354,wigan big club
"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis",anger,0.354,find short scale today perfect purpose soft hand will aggravate chronic tendonitis
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,anger,0.354,gameday vs buford today home excite
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,anger,0.2,tonight episode give life yaassss queen
